User,Sentiment
"Sorry, I can't go for it.",Neg
what is its weight?,Neu
Is it working on Android OS?,Neu
In which color it is available?,Neu
Sounds good to me. Please book it for me,Pos
Thanks for all your time.,Pos
763,763
"Hey, do you have good phones?",Neu
Brand should be Motorola and yes it should be dualsim phone,Neu
What is its camera?,Neu
What is its price?,Neu
"Oh  it's out of my budget,show me something within 150 Euro?",Neg
Still I cannot go for it.,Neg
Which OS it uses?,Neu
Sounds good to me. Please book it for me,Pos
Thanks for all your time.,Pos
764,764
"Hi, I want to purchase a good  phone ",Neu
It should be within 300 Euro and white in color.,Neu
What is its price?,Neu
Okay good...Which OS it supports?,Neu
How many sim slot it has?,Neu
I need dualsim phone only.,Neg
I have two sims so I need dual sim slot.,Neg
Okay book this for me.,Neu
Thanks for helping me.,Pos
765,765
"Hello, I want to buy a best selling model phone.",Neu
I am looking for light weight phone,Neu
What's its cost?,Neu
"Great,is it available in Glossy cyan color?",Neu
How much storage does it offer?,Neu
I have to store lots of data as well as many apps to function.,Neg
But I need more.,Neg
"Okay, no problem, book this  for me",Neu
Thanks for helping me.,Pos
766,766
"Hi, I want to purchase a good  phone ",Neu
I want GPS enabled phone in silver color.,Neu
What's its cost?,Neu
But its going against my budget and I think too costly for teenage girl,Neg
I can't afford it.,Neg
And what's its cost?,Neu
"Okay,let me first confirm with her and I will get back to you.",Neu
Thanks for helping me.,Pos
767,767
"Hi, I want to purchase a good  phone ",Neu
I want latest technology phones with big display size.,Neu
I want bigger screen,Neg
Show me something else.,Neg
"Sounds good, and what is its battery back up?",Neu
Is it working on Android OS?,Neu
"Okay, no problem, book this for me",Neu
Thanks for helping me.,Pos
768,768
"Hey, show me some phone",Neu
"I am photo freek , I need good camera both front and back",Neu
What pixels it has?,Neu
Front camera is good but I am satisfied by back camera.,Neg
"No, I don't think.",Neg
Oh..its fantastic . How mcuh it will cost me?,Pos
"Great,is it available in black color?",Neu
It's in my budget too. Please book it fast for me.,Pos
Thanks for helping me.,Pos
769,769
"Hi, I want to purchase a good  phone ",Neu
I am looking for VIVO phone in golden color.,Neu
Does radio works on it?,Neu
What's its price?,Neu
Oh its too costly for me.,Neg
Something within 300 Euro.,Neg
"Okay, book this for me",Neu
Thanks for helping me.,Pos
770,770
"Hello, I am in urgent need of a good phone.",Neu
I need a silver phone of HTC brand.,Neu
Does radio works on it?,Neu
What's its cost?,Neu
On which OS it works on?,Neu
I want Window OS.,Neg
"Okay, then book this  for me",Neu
Thanks for helping me.,Pos
771,771
"Good Evening, I am looking for a new phone",Neu
My requirements are dual camera phone  with good battery life ,Neu
What about its battery back-up?,Neu
What's its cost?,Neu
What's its weight?,Neu
good.And display size?,Neu
I still think battery is less for the person like me who is traveller.,Neg
Please show me some other model.,Neg
And how much it will cost me?,Neu
Okay don. Pack this for me.,Neu
Thanks for helping me.,Pos
772,772
I wanna buy a latest phone ,Neu
I need a phone with excellent camera and radio facility should be there.,Neu
"Oh I don't want Apple phones, its too costly. I want Samsung phone",Neg
How much is it for?,Neu
"Great,is it available in Space Gray color?",Neu
"Okay, can you pack this phone?",Neu
It was nice talking to you. Thanks a lot for your help.,Pos
773,773
"Hey, I want to gift a phone to my sister",Neu
I got very good reviews about Xiaomi phone with broad screens,Neu
What is its price?,Neu
That's too costly for me. Do you have something in less cost?,Neg
"Yes,It has, but i can't spend that much on my phone",Neg
"Great,is it available in black color?",Neu
what is its weight?,Neu
Sounds good to me. Please book it for me,Pos
Thanks for all your time.,Pos
774,774
"Hi, I am looking for a good phone",Neu
I want to buy a asus phone with less weight ,Neu
Does radio works on it?,Neu
How is the battery life?,Neu
What is its cost?,Neu
What is its color?,Neu
"Oh, I want anyother color but not Shimmer Gold.",Neg
ok can you book this for me,Neu
Thanks for help,Pos
775,775
"Hello, I want to buy a best selling model phone.",Neu
"Yes,It has, i need a phone with DualSim in less cost",Neu
Does radio works on it?,Neu
Is it working on Android OS?,Neu
What is its memory?,Neu
That is too less. Can you suggest a phone with 64GB RAM,Neg
I need 64GB phone only,Neg
What is its cost?,Neu
Sounds good to me. I will take it.,Pos
Thanks a lot for your patience and time.,Pos
776,776
"Hey, I am looking for a good phone",Neu
I want one latest BlackBerry phone,Neu
Does radio works on it?,Neu
And how much it will cost me?,Neu
Oh its going out of my budget.,Neg
I can't afford it.,Neg
And how much it will cost me?,Neu
"Great,is it available in black color?",Neu
Excellent book this for me.,Pos
thanks a ton,Pos
777,777
"Hey, I am looking for a good phone",Neu
I need dual-sim phone.,Neu
How much it will cost me?,Neu
"Oh its too costly for me, even I am not interested in BLU",Neg
Show me some other brand.,Neg
What's its release date?,Neu
What is its weight?,Neu
"Okay fine, book this  phone for me.",Pos
thanks a ton,Pos
778,778
"Hello, I am in urgent need of a good phone.",Neu
 I need light weight phone of Dell. ,Neu
What is its color?,Neu
"oh, its so girlish,show me blue color.",Neg
How much it will cost me?,Neu
"Okay, can you pack this phone?",Neu
Thanks for help,Pos
779,779
"hi,can you help me in choosing a good phone ?",Neu
it should have low cost of brown color.,Neu
Does it light weight phone?,Neu
What's its release date?,Neu
what about its camera?,Neu
I want better camera.,Neg
Show me something better.,Neg
how much does it cost ? ,Neu
"Okay, can you pack this phone?",Neu
Thanks for help,Pos
780,780
"Good Evening ,I need to buy a new phone.",Neu
Actually I have very less ideas about phone but I have two sims with GPS,Neu
What is its cost?,Neu
In which color it is available?,Neu
I prefer gold color,Neg
"No, I want gold color only.",Neg
"Okay, can you pack this phone?",Neu
Thanks for help,Pos
781,781
"Hi, I want to buy a phone",Neu
I need to have a phone that have high memory.,Neu
What is its memory?,Neu
Does radio works on it?,Neu
What is its color?,Neu
Pink is my favourite color.,Neg
I want in pink color only.,Neg
Is it working on Android OS?,Neu
Great.I will take it.,Pos
Thanks a ton,Pos
782,782
Hello I am want to buy good  phone.,Neu
I want Oppo phones with high storage.,Neu
What's its storage capacity?,Neu
What's its cost?,Neu
Does radio works on it?,Neu
What is its release date?,Neu
Show me something latest.,Neg
Release date should be very recent.,Neg
"No issue, everything suits me.Book this for me.",Neu
thanks a ton,Pos
783,783
"Hi , I want to purchase a phone",Neu
I want new released Philips phone.,Neu
Does radio works on it?,Neu
What is its cost?,Neu
I am looking for a phone which is less that 200 Euro,Neg
I don't want to cross my budget.,Neg
Is it working on Android OS?,Neu
I have no problem with the storage. I will buy this only.,Neu
Thanks a lot,Pos
784,784
"Hi, I want a phone.",Neu
Samsung phones in heavy weight.,Neu
what's it's storage capacity?,Neu
But I want 64GB,Neg
Show me of 64GB only.,Neg
Anything other model of Samsung which is white in color along with 32GB memory.,Neu
What's its price?,Neu
What about its camera cameras?,Neu
Good.I will go for this only.Pack this for me.,Pos
Thanks a lot,Pos
785,785
I need a good phone ,Neu
I want to buy Samsung phone with primary and scondary camera above 13MP,Neu
How much is the storage?,Neu
Sorry that's too less. I want high Internal RAM at least 64GB,Neg
What is its color?,Neu
"Okay, I will buy it then.",Neu
Thanks a lot. You helped me a lot today,Pos
786,786
"Hello, I need a good phone ",Neu
"Yes,It has, I want Allview phone with radio facility.",Neu
What is its price?,Neu
What is its display size?,Neu
I want small screen size phone,Neg
But I want a phone which can be very handy.,Neg
Ok kindly book it for me,Neu
Thanks a lot for your time,Pos
787,787
"Hello, I urgently need a good phone ",Neu
I want to buy Huawei mobile with at least 3500 mAH battery,Neu
What is its front camera?,Neu
But its front camera is not good.,Neg
Please show me something having good front camera.,Neg
What is its cost?,Neu
Ok please book it for me.,Neu
Thanks a lot for your time,Pos
788,788
"Hello, I am in urgent need of a good phone.",Neu
 Camera quality is my primary focus.,Neu
Is it working on Android OS?,Neu
What is its price?,Neu
It is too costly for me.,Neg
Show me something within 150Euro.,Neg
Does radio works on it?,Neu
I will buy it.,Neu
I am very happy today. Thanks a lot ,Pos
789,789
"Good Evening, I am looking for a trending phone",Neu
 I need to have a GPS enabled phones,Neu
What's its cost?,Neu
What's its display size?,Neu
What's its weight?,Neu
I think weight is little less.,Neg
I want bit heavy phone.,Neg
And how much it will cost me?,Neu
Okay don. Pack this for me.,Neu
Thanks for helping me.,Pos
790,790
I am looking for a good phone,Neu
I want a small display size phone with GPS,Neu
What is its price?,Neu
What is its OS,Neu
I want Mic phone. ,Neg
My previous was Android. This time I want to try other OS,Neg
Does radio works on it?,Neu
"Okay, I will book this phone",Neu
Thanks a lot.,Pos
791,791
"Hey, I need a new phone.",Neu
Phone with good primary camera and high battery capacity,Neu
I want better battery than this.,Neg
I am a traveller so battery backup should be fantastic. ,Neg
What's its price?,Neu
What's its display size?,Neu
Does radio works on it?,Neu
Okay done. Pack this for me.,Neu
Thanks for helping me.,Pos
792,792
"Good evening, I am looking for a good phone",Neu
I need a big display and radio enabled phones.,Neu
"great,what's its battery life?",Neu
"Oh, it's very less.Can you show me something else?",Neg
Show me something else.,Neg
And how much it will cost me?,Neu
Is it working on Android OS?,Neu
"Lovely, book this for me.",Pos
Thanks for helping me.,Pos
793,793
"Hello, I want to buy a phone",Neu
I want Sony Ericsson phone with GPS,Neu
And how much it will cost me?,Neu
Its too costly for me.,Neg
"No problem, show me something less than 700Euro.",Neg
Is it working on Android OS?,Neu
"Lovely, book this for me.",Pos
Thanks for helping me.,Pos
794,794
I want to buy good phone.,Neu
I like pink color. Radio should  also works on it.,Neu
What about its sim slot?,Neu
I need multi sim phone.,Neg
I carry usually more than two sims.,Neg
How is the battery life?,Neu
What is its color?,Neu
What is its cost?,Neu
ok can you book this for me,Neu
Thanks for help,Pos
795,795
I  need the best selling phone of my budget.,Neu
It should be latest phone with GPS in it.,Neu
What's its price?,Neu
Its out of my budget,Neg
Sorry I can't go for it. ,Neg
"Good,I will take this only.",Pos
Thank you.,Pos
796,796
"Hello, I need  to buy a phone.",Neu
I am selfie lover so need very good front camera in orange color.,Neu
Pixels are still less,Neg
Show me something else.,Neg
"Great,is it available in black color?",Neu
What's its price?,Neu
"Great,its in my budget too,please book it for me.",Pos
Thank you.,Pos
797,797
Hi I need a good phone.,Neu
Show me  Gionee phone  within 500Euro.,Neu
Is it working on Android OS?,Neu
What's its battery life?,Neu
Show me something of more battery value,Neg
Show me something which is also in my budget too.,Neg
And how much it will cost me?,Neu
"Great,is it available in black color?",Neu
"Okay, can you pack this phone?",Neu
Thanks for help,Pos
798,798
"Good Evening, I am in urgent need of a phone.",Neu
"Yes,It has, radio feautres should be there.",Neu
How much it will cost me?,Neu
What will be its sim slot?,Neu
I want dual multi sim slot.,Neg
"No, I want multi sim phone.",Neg
And what's its price?,Neu
"Okay, pack this phone for me.",Neu
Thanks for help,Pos
799,799
"Hello,I want buy a good new phone.",Neu
Sym OS with GPS facility,Neu
And what's its price?,Neu
Show me something within 200Euro.,Neg
I can't go out of my budget.,Neg
"Great,is it available in black color?",Neu
"Okay, I like this phone. Pack it for me.",Neu
800,800
"Hi, show me some good phone.",Neu
camera quality shoud be good and radio should be there.,Neu
How many sim slot it has?,Neu
But I need dual sim slot.,Neg
I carry two sims so dual sim slot.,Neg
And what's its price?,Neu
"Great,is it available in black color?",Neu
What's its weight?,Neu
"Okay, I like this phone. Pack it for me.",Neu
Thanks for help.,Pos
801,801
"GoodMorning, show me good phone.",Neu
"Yes,It has, I like gold color with radio facility.",Neu
Is it working on Android OS?,Neu
What is its cost?,Neu
Do you have expensive phone with more benefits?,Neu
I will not go for lower cost phone as I believe it don't provide good feautres.,Neg
What is its weight?,Neu
"Okay, I like this phone. Pack it for me.",Neu
Thanks for help.,Pos
802,802
I want to  a buy good phone.,Neu
I want high internal memory and light weight phone.,Neu
What's its price?,Neu
It's too high for me.My budget is within 500Euro,Neg
I can't afford it.,Neg
"Great,is it available in silver color?",Neu
"Okay, I like this phone. Pack it for me.",Neu
Thanks for help.,Pos
803,803
"Hey, do you have good new phone?",Neu
"Hey, I need a good phone in which I can listen radio too.",Neu
What about its front camera?,Neu
But it need better one.,Neg
Show me something of other brand having better front camera.,Neg
What's its price?,Neu
Which OS its working on?,Neu
Does it has GPS facility?,Neu
"Okay, I like this phone. Pack it for me.",Neu
Thanks for help.,Pos
804,804
"Hey, do you have good new phone?",Neu
It should have good battery back up with GPS facility in it?,Neu
What is its weight,Neu
"Oh,its too heavy to carry.",Neg
"Whatever may be,still I cannot go for it.",Neg
Which OS it uses?,Neu
Sounds good to me. Please book it for me,Pos
Thanks for all your time.,Pos
805,805
"Hi,I am looking for a phone.",Neu
Brand should be Samsung and yes it should be  single sim phone,Neu
What is its internal RAM?,Neu
"oh it's very less, I want at least 64 GB internal RAM",Neg
What is its cost?,Neu
"Great,is it available in gold color?",Pos
ok can you book it for me,Neu
Thanks a ton dear,Pos
806,806
"Hi,I am looking for a phone.",Neu
GPS enabled phone and yes it should be dualsim phone,Neu
What is its price?,Neu
oh it's verycostly. Show me within 500Euro.,Neg
Is it working on Android OS?,Neu
What is its color?,Neu
ok can you book it for me,Neu
Thanks a ton dear,Pos
807,807
"Hi,I am looking for a phone.",Neu
I want Xiaomi brand in white color,Neu
What is its internal RAM?,Neu
On which OS it works on?,Neu
But I want Windows operating system.,Neg
What is its cost?,Neu
ok can you book it for me,Neu
Thanks a ton dear,Pos
808,808
"Hi,I am looking for a phone.",Neu
Brand should be Motorola and yes it should be dualsim phone,Neu
Does radio works on it?,Neu
What is its display size.?,Neu
"Oh, it is very small I suppose.",Neg
What is its cost?,Neu
What is its color?,Neu
ok can you book it for me,Neu
Thanks a ton dear,Pos
809,809
"Hi,I am looking for a phone.",Neu
I am looking for latest phone which is grey in color.,Neu
What is released year?,Neu
What is its cost?,Neu
"Oh, its out of my budget.I can't go for it.",Neg
Is it working on Android OS?,Neu
ok can you book it for me,Neu
Thanks a ton dear,Pos
810,810
"Hi,I am looking for a phone.",Neu
I need a brown phone with high Primary camera.,Neu
What is weight?,Neu
It is very light weight.,Neg
What is its cost?,Neu
ok can you book it for me,Neu
Thanks a ton dear,Pos
811,811
"Hi,I am looking for a phone.",Neu
Brand should be Karbonn and yes it should be  black in color.,Neu
What is its cost?,Neu
"Oh,cost is very less..so cheap....must be feautres are not so good.",Neg
What is weight?,Neu
Does radio works on it?,Neu
ok can you book it for me,Neu
Thanks a ton dear,Pos
812,812
"Hi,I am looking for a phone.",Neu
it should be dualsim phone,Neu
What is its internal RAM?,Neu
"oh it's very high, I  want only 32 GB internal RAM",Neg
What is its cost?,Neu
"Great,is it available in black color?",Neu
ok can you book it for me,Neu
Thanks a ton dear,Pos
813,813
"Hi,I am looking for a phone.",Neu
It should work on Mic OS?,Neu
Does it has radio?,Neu
But I need radio too.,Neg
What is its cost?,Neu
"Great,is it available in black color?",Neu
ok can you book it for me,Neu
Thanks a ton dear,Pos
814,814
"Hi,I am looking for a phone.",Neu
I want Apple phones only.,Neu
What is its released date?,Neu
I want very recently released phones.,Neg
What is its cost?,Neu
"Great,is it available in black color?",Neu
Is it working on iOS OS?,Neu
ok can you book it for me,Neu
Thanks a ton dear,Pos
815,815
"Hi,I am looking for a phone.",Neu
Brand should be Samsung and yes it should be radio enabled phone,Neu
What is its OS?,Neu
"oh,AndroidOS is annoying. Do you have iOS operating phone?",Neg
what is its battery?,Neu
What is its cost?,Neu
ok can you book it for me,Neu
Thanks a ton dear,Pos
816,816
"Hey, I need phone info.",Neu
It should be  Dell company and less weight,Neu
What is its cost?,Neu
What are its battery capacity ,Neu
but i need 4000mAH minimum,Neg
I need more battery its very less.,Neg
ok can you book it for me,Neu
"OK,Thanks for information.",Pos
817,817
"Hey, I need phone info.",Neu
It should have GPS and in white color.,Neu
What is their battery capacity ,Neu
What is its cost?,Neu
Oh its too costly for me.,Neu
"OK,Thanks for information.",Pos
818,818
"Hey, I need phone info.",Neu
It should be have radio facility and recently released.,Neu
Inwhich color it is available?,Neu
I want in yellow color too.,Neu
What is its weight?,Neu
What is its cost?,Neu
"OK,Thanks for information.",Pos
819,819
"Hey, I need phone info.",Neu
Its display size should be big and has light weight.,Neu
Does radio works on it?,Neu
What ais its battery capacity ,Neu
but i need 2000mAH minimum,Neg
What is its cost?,Neu
"Okay, can you pack this phone?",Neu
Thank you.,Pos
820,820
Hi I need a good phone.,Neu
Show me Sony  phone  in white color.,Neu
What's its battery life?,Neu
Show me something of more battery value,Neg
"I am traveller, I need high battery back up phones.",Neg
And how much it will cost me?,Neu
"Okay, can you pack this phone?",Neu
Thanks for help,Pos
821,821
"Good Evening, I am in urgent need of a phone.",Neu
"Yes,It has, I want in white colored and radio feautres should be there.",Neu
How many sim slots t has?,Neu
But I need multi sim slot.,Neg
I still need my desired sim slot phone.,Neg
And what's its price?,Neu
Is it working on Android OS?,Neu
"Okay, pack this phone for me.",Neu
Thanks for help,Pos
822,822
"hi,can you help me in buying a phone ?",Neu
Mic OS with good camera.,Neu
Does it come with radio?,Neu
But I need radio in my phone.,Neg
What is its cost?,Neu
"Great,is it available in black color?",Pos
"Okay, I like this phone. Pack it for me.",Neu
823,823
"Hey, I need phone info.",Neu
It should be Xiaomi company.,Neu
"Great,is it available in gold color?",Pos
On which OS it works on?,Neu
"Oh, I need Windows only.",Neg
I can compromise with brand,Neg
"Okay, I like this phone. Pack it for me.",Neu
Thanks for help.,Pos
824,824
"hello, I want to buy a new phone?",Neu
It should have camera quality,Neu
Does radio works on it?,Neu
What is it's price?,Neu
What is its OS?,Neu
What's it's color,Neu
but I would prefer in pink,Neg
What's it's weight?,Neu
"Okay, book this model for me",Neu
Thanks a lot ,Pos
825,825
"Hey, I need phone info.",Neu
It should have less weight and yellow in color,Neu
Does radio works on it?,Neu
Whatis its released year? ,Neu
but I want this year released phones.,Neg
What's it's cost?,Neu
"Okay, book this model for me",Neu
"OK,Thanks for information.",Pos
826,826
"Hey, I need phone info.",Neu
"Yes,It has, Color should be Black or White",Neu
What's it's cost?,Neu
But its too costly for me,Neg
Is it working on Android OS?,Neu
ok can you book  this Model for me,Neu
Thanks for help,Pos
827,827
"Hey, I need phone info.",Neu
It should be GPS embedded phone,Neu
I want in orange color.,Neu
What is its storage capacity,Neu
but i need 32 GB minimum,Neg
What's it's cost?,Neu
ok can you book  this Model for me,Neu
Thanks for help,Pos
828,828
"Hey, I need phone info.",Neu
It should be Acer company and less weight,Neu
"Yes,It has, Color should be Black or White",Neu
What is its storage capacity,Neu
but i need 32 GB minimum,Neg
Color is not my priority.,Neg
"Okay, please pack this for me",Neu
Thanks for helping me.,Pos
829,829
"Hey, I need phone info.",Neu
It should be GPS embedded phone,Neu
I want in orange color.,Neu
What are its battery capacity ,Neu
but i need 5000mAH minimum,Neg
Is it working on Android OS?,Neu
"Okay, please pack this for me",Neu
"OK,Thanks for information.",Pos
830,830
"Hi,show me a nice phone",Neu
It should be Acer company and less weight,Neu
How much it will cost me?,Neu
Oh....but it's going out of my budget.Show me something within  Rs 10000/-,Neg
I  cant afford this.,Neg
"Great,is it available in black color?",Neu
Okay book this for me.,Neu
Thanks for helping me.,Pos
831,831
"Hello , can you help me in selecting a phone ?",Neu
"Yes,It has, i need a latest phone in grey color.",Neu
I want good battery back-up.,Neu
how much ?,Neu
whats it's display size?,Neu
"oh , but this is small.",Neg
Does radio works on it?,Neu
"Ok , can you please book it for me",Neu
Thank you lot,Pos
832,832
"Hello , can you help me in selecting a phone ?",Neu
"Yes,It has, i need aGionee  phone having good battery.",Neu
how much it costs?,Neu
On which OS it works on?,Neu
But I am only comfortable with iOS.,Neg
"Ok , can you please book it for me",Neu
Thanks for helping me.,Pos
833,833
"hi,can you help me in buying a phone ?",Neu
I want in gold color of Gionee brand.,Neu
What's its price?,Neu
Does radio works on it?,Neu
Which OS it supports?,Neu
Oh I want only Sym,Neg
"I am only comfortable with Sym,so change the brand.",Neg
Okay book this model for me.,Neu
Thanks for helping me.,Pos
834,834
"Hello , can you help me in selecting a phone ?",Neu
"Yes,It has, i need a phone with double sim with radio in it.",Neu
how much ?,Neu
What abot its GPS?,Neu
My friend recommended to buy only GPS phones.,Neg
"Ok , can you please book it for me",Neu
Thanks for helping me.,Pos
835,835
"Hello , I need some good phone on which I can work while travelling",Neu
"Okay good,  I want very low cost phones.",Neu
How much it cost?,Neu
What is its battery backup?,Neu
Oh its very less.,Neg
"Sorry, show me some other model.",Neg
"Sounds good, and what is its display size??",Neu
Is it working on Android OS?,Neu
"Okay, no problem, book this  for me",Neu
Thanks for helping me.,Pos
836,836
"Hey, show me some phone",Neu
I want to buy a phone with small display size and good camera quality ,Neu
What is its battery?,Neu
What color is it?,Neu
In which OS it works?,Neu
My experience with Android is not good so I want iOS phone only.,Neg
Ok but I have been using Android phone for a long time.,Neg
It's in my budget too. Please book it fast for me.,Pos
Thanks for helping me.,Pos
837,837
"Hello , can you help me in selecting a phone ?",Neu
"Yes,It has, i need a GPS phone which has light weight.",Neu
What is its price?,Neu
In which color it is avaiable.,Neu
But I want in orange color only.,Neg
"Ok , can you please book it for me",Neu
Thanks for helping me.,Pos
838,838
"Hello , can you help me in selecting a phone ?",Neu
"Yes,It has, i need a phone with radio embedded.",Neu
how much the price ?,Neu
Is it has double or single slot?,Neu
"But I need double slot only,I have two sims.",Neg
"OK,Thanks for information.",Pos
839,839
"Hello , can you help me in selecting a phone ?",Neu
I want to buy Xiaomi phone,Neu
How is the camera quality?,Neu
That's very good. What is its display screen size?,Neu
what is its color?,Neu
"oh, I want it in indigo.",Neg
Thank you lot.,Pos
840,840
"Hello , can you help me in selecting a phone ?",Neu
"Yes,It has, i need a phone with multi sim and which is purple in color.",Neu
Does radio works on it?,Neu
"what""s its weight?",Neu
It is very heavy.,Neg
"Ok , can you please book it for me",Neu
Thank you lot,Pos
841,841
"Hey, I want to gift a phone to my brother",Neu
"yes, I want a big display size GPS operated phone ",Neu
What is its weight?,Neu
It is too heavy to carry.,Neg
But I need lighter than this.,Neg
What is its color?,Neu
What is its price?,Neu
Sounds good to me. Please book it for me,Pos
Thanks for all your time.,Pos
842,842
"Hi, I am looking for a good phone",Neu
I want to buy Allview phones.,Neu
Is it working on Android OS?,Neu
How is the battery life?,Neu
"Great,is it available in silver color?",Neu
What is its weight?,Neu
It is very light.,Neg
ok can you book this for me,Neu
Thanks for help,Pos
843,843
"Hello , can you help me in selecting a phone ?",Neu
"Yes,It has, i need a phone with big dispplay in less cost",Neu
Does radio works on it?,Neu
What is it storage capacity?,Neu
I need 64GM .,Neg
Still I would like to purchase 64GB RAM only.,Neu
Thank you lot,Pos
844,844
"Hello , can you help me in selecting a phone ?",Neu
I want a phone with good battery backup.,Neu
On which OS it works on?,Neu
whats it's display size?,Neu
I think it has big screen.,Neg
"Ok , can you please book it for me",Neu
845,845
"Good Morning,I am looking for a light weight phone in black color?",Neu
Show me anything blue in color.,Neu
What is its price?,Neu
On which OS it works on?,Neu
I am familiar with Mic only,Neg
Please show me something of Windows OS.,Neu
"Great,is it available in gray color?",Neu
Sounds good to me. Please book it for me,Pos
Thanks for all your time.,Pos
846,846
"Hello , can you help me in selecting a phone ?",Neu
Camera should be superb and it should be handy means it should be less weight,Neu
What about its radio?,Neu
Oh i am sorry i forgot to tell you before. I want a phone in which Radio does not works,Neg
how much it costs?,Neu
"Ok , can you please book it for me",Pos
847,847
"Hello , can you help me in selecting a phone ?",Neu
"Yes,It has, i need a phone with double sim in less cost",Neu
what iis its memory?,Neu
"oh, its RAM space is less. I need more internal RAM of 64 GB",Neg
how much it will cost me ?,Neu
"Ok , can you please book it for me",Neu
Thank you lot,Pos
848,848
"Hello , can you help me in selecting a phone ?",Neu
I am a professional photographer so need the best camera mobile.,Neu
I need better camera than this.,Neg
"No, please show me other model of the same brand.",Neg
how much  it will cost me?,Neu
"Ok , can you please book it for me",Neu
Thank you lot,Pos
849,849
"Hello , can you help me in selecting a phone ?",Neu
"Yes,It has, i need a phone with double sim in less cost",Neu
What is its internal RAM?,Neu
oh but I want 64 GB Internal RAM phone,Neg
I don't want to buy memory card.,Neg
Ok book this one for me,Neu
Thanks for helping me.,Pos
850,850
"Good Evening, I am in urgent need of a phone.",Neu
Android OS with good camera.,Neu
And what's its price?,Neu
Show me something within 400Euro.,Neg
I can't go out of my budget.,Neg
Does radio works on it?,Neu
"Okay, pack this phone for me.",Neu
Thanks for help,Pos
851,851
"Hello,I want Motorola phone.",Neu
Sym OS with good camera.,Neu
what is its camera quality?,Neu
Oh that's too less. I take many pictures too,Neg
"Yes,It has I understand but these days we take photos from phone only",Neg
"Good, in which color it comes?",Pos
"Okay, I like this phone. Pack it for me.",Pos
852,852
"Hello, I am in urgent need of a good phone.",Neu
Display size should be big and GPS should work on it,Neu
What is its price?,Neu
What is its ReleasedYear?,Neu
"oh, I don't want this phone. I want latest Released Year phone",Neg
What is its primary and secondary camera quality?,Neu
I am happy to take this phone.,Pos
Thank you for your time,Pos
853,853
"Hello, I am in urgent need of a good phone.",Neu
Battery backup should be good and Radio should work on it,Neu
"Great,is it available in black color?",Neu
What is its OS?,Neu
I want Sym OS. I am comfortable with that only.,Neg
What is its price?,Neu
I am happy to take this phone.,Pos
Thank you for your time,Pos
854,854
"Hello, I am in urgent need of a good phone.",Neu
 Display size should be big and Radio should work on it,Neu
What is its primary and secondary camera quality?,Neu
"Primary camera pixels are less,I think picture won't come perfectly.",Neg
What is its price?,Neu
I am happy to take this phone.,Pos
Thanks a lot ,Pos
855,855
"Hello, I am in urgent need of a good phone.",Neu
I want latest phone which has released year latest.,Neu
What is its price?,Neu
What will be its color?,Neu
I want in pink color.,Neg
I am happy to take this phone.,Pos
Thank you for your time,Pos
856,856
"Hello, I am in urgent need of a good phone.",Neu
I want latest released phone in indigo color,Neu
What is its secondary camera quality?,Neu
"I am selfie lover,and think pixels are little less.",Neg
What is its price?,Neu
I am happy to take this phone.,Pos
Thank you for your time,Pos
857,857
"Hello, I am in urgent need of a good phone.",Neu
Display size should be big and GPS should work on it,Neu
"Great,is it available in black color?",Neu
What is its ReleasedYear?,Neu
"oh, I don't want this phone. I want latest released Year phone",Neg
What is its weight?,Neu
I am happy to take this phone.,Pos
Thank you for your time,Pos
858,858
"Hello, I am in urgent need of a good phone.",Neu
I want in blue color within 300Euro.,Neu
What is its weight?,Neu
Is it working on Android OS?,Neu
I am happy to take this phone.,Pos
Thank you for your time,Pos
859,859
"Hello, I am in urgent need of a good phone.",Neu
"Yes,It has, Samsung phone with good battery.",Neu
What is its price?,Neu
In which color it is available?,Neu
But I like to have in golden color.,Neg
Does radio works on it?,Neu
I am happy to take this phone.,Pos
Thank you for your time,Pos
860,860
"Hello, I am in urgent need of a good phone.",Neu
"I want to but multisim, black colored phone.",Neu
What is its ReleasedYear?,Neu
 I want latest Released Year phone,Neg
What is its price?,Neu
I am happy to take this phone.,Pos
Thank you for your time,Pos
861,861
"Hello, I am in urgent need of a good phone.",Neu
I don't have much requirement. Display size should be big and Radio should work on it,Neu
What is its primary and secondary camera quality?,Neu
What is its ReleasedYear?,Neu
"oh, I don't want this phone. I want recently  Released Year phone",Neg
What is its price?,Neu
I am happy to take this phone.,Pos
Thank you for your time,Pos
862,862
"Hello, I am in urgent need of a good phone.",Neu
I want GPS enabled LG phones.,Neu
Is radio comes with it.,Neu
But I always listen music and want radio embedded phones only.,Neg
What is its Internal RAM?,Neu
What is its price?,Neu
I am happy to take this phone.,Pos
Thank you for your time,Pos
863,863
"Hello, I am in urgent need of a good phone.",Neu
I want Sony phone with  GPSin it.,Neu
What is its price?,Neu
What is its color?,Neu
I love orange color and I want that color only.,Neg
Does radio works on it?,Neu
I am happy to take this phone.,Pos
Thank you for your time,Pos
864,864
"Hello, I am in urgent need of a good phone.",Neu
I want multi sim phone,Neu
What is its primary  quality?,Neu
On which OS it works on?,Neu
But I am used to with Sym OS.,Neg
What is its price?,Neu
Does radio works on it?,Neu
I am happy to take this phone.,Pos
Thanks for helping me.,Pos
865,865
"Hello, I am in urgent need of a good phone.",Neu
