USER,User Sentiment (-1 to 1)
Thank you so much.,1
668,
I am looking for a phone from the Google brand.,0
It should be in 200 g weight and an above 3000 mAh battery.,0
Which colour it has.,0
"Wow it is my favrouite color, love to purchase this one.",1
Can you tell me about its features.,0
"I am a photographer, and I need excellent camera qualtiy.",0
"5 Megapixel secondary camera, I don't think its work for me.",-1
When was it released?,0
What is its weight?,0
What is its price?,0
Are you sure this phone is good for me? I am confused.,-1
"Yes, now I am statisfied. Can we proceed with booking.",1
Thankyou so much.,1
669,
"Hello, I am looking to buy a laptop for my wife to work from home.",0
It should have a 128 GB (PCIe SSD) disk space i5 processor.,0
"Great, what is its price?",0
"Oh, it is pretty expensive.",-1
"But, I don't want to spend this much money.",-1
Do you have laptops from different brands in a price range of 3000 EUR?,0
What is its color?,0
That is her favourite color. Hope she will like it.,0
Does it have Nvidia graphics?,0
Do you have a discount on these laptops?,0
It is something which I want for her.,1
I want to proceed with billing.,1
Thankyou so much.,1
670,
"Hello, I am looking to buy a laptop for my daughter for her office work.",0
It should have an i7 processor.,0
What about its Ratings?,0
"Great, what is its price?",0
"Oh, it is pretty expensive, and also, the rating is abysmal.",-1
"But, I don't want to spend this much money. Can you show me somthing which is less expensive.",-1
Do you have laptops from different brands in a price range of 5000 EUR?,0
Does it have Nvidia graphics?,0
Do you have a discount on these laptops?,0
"Okay, all the features of this labtop is good, I want to proceed with booking.",1
Thankyou so much.,1
671,
"Hello, I am looking for a Smartphone.",0
It should have 32 GB.,0
"Great, what is its price?",0
What is its camera quality?,0
I am not statisfied with its Camera qualty.,-1
Why the pixel of secondary camera is less than primary camera?,-1
"Okay,then it fine for me. Tell me more about  its specification.",0
Does it have 32 GB Internal RAM?,0
Black color might not look that much good.,-1
"Okay, what is its price?",0
I want to proceed with booking.,0
"No, book this one for me.",1
Thankyou so much.,1
672,
"Hello, I want to buy a phone.",0
It should be recently released in 2017 and from the YU brand.,0
Its weight should be less.,0
"Battery is little less, I am not sure it will run long.",-1
How much hour I can run it after one time charging.,0
"Oka, if you ensure me, I will trust. Tell me about its more features.",0
Does it have GPS and a dual sim?,0
What is its color?,0
What is its price?,0
It's price is like a Labtop.,-1
"Still, I can't afford it. Can you please show me from Oppo brand which release date is the same as before?",0
What is its price?,0
"What about its features, Whether it is same as perivious phone or different?",0
"Okay then, I want to proceed with booking.",1
Thankyou so much.,1
673,
I want to purchase Huawei brand phone. Will you help me for that?,0
I want a dual SIM and good camera quality.,0
Price should be in between 400 EUR and above 3000 mAh battery capacity.,0
What about its camera quality.,0
Which colour it has.,0
I want it in black color.,-1
"How can you assure me, I have an doubt.",-1
When was it released?,0
What is its weight?,0
What is its price?,0
Is it a good model? I am not sure.,-1
"Okay, then book it for me.",1
Thankyou so much.,1
674,
"Hello, Good Evening please show me a camera.",0
"I don't have any brand-specific, but it should be released in 2007 and have weight of 130 g.",0
"Okay, then it should have a 70 normal focus range and above 3000 max resolution.",0
What about its price?,0
It is expensive.,-1
Tell me about its features.,0
Are you sure this camera will help me in taking good picture?,-1
Okay what about its storage?,0
"Do you also sell Canon PowerShot A70, which release on 2003",0
"No, I know about its details tell me about its price.",0
"Okay, I want to proceed with billing of Olympus FE-240.",1
Thankyou so much.,1
675,
"I want to buy a smartphone, but I am not sure which phone will be best, please assist me.",0
"I don't know the brand, but at least I want 32 GB RAM.",0
LAVA is a good brand. I have heard about this.,0
What are its features?,0
"Ohh, great, then what is its colour.",0
I think it's a very dull colour.,-1
"Still, I want another colour like black.",-1
What about its features and price.,0
It is a bit expensive,-1
"Still, I am confuse should I take it or not?",-1
Do you sell Dell Inspiron 15 3567 labtop?,0
"No, I just want to know its price.",0
I want to proceed with booking of my phone.,1
Thankyou so much.,1
676,
"Good afternoon, please show me Dell XPS 13 9380 laptops.",0
Please tell me about its features and price.,0
It is out of my budget don't you have any discount.,-1
"Still, I can't afford it please show which is in between 2000 EUR but from dell brand.",0
It should have 1TB HDD disk space.,0
Tell me about its features.,0
What is it color?,0
I want it in silver color.,-1
How can you assure me that?,-1
Is it a good product? I am not sure.,-1
Can I get any discount?,0
"Okay, please book it for me.",1
Thank you.,1
677,
I want a phone please refer this link i want to buy phone like this. https://tse4.mm.bing.net/th?id=OIP.OEDsPwsWhIbc6rNBmKtHBgHaJo&pid=Api&P=0&w=300&h=300,0
Lenovo is a good brand or not?,0
Can you tell me about its features?,0
"RAM is little less, I need this phone for my office work. I don't think this much RAM work in fine way.",-1
What about its colour?,0
I like this but I like more black color.,0
What about its internal Storage and display size,0
What is the price,0
I want to proceed with billing.,1
Thank you so much.,1
678,
Good morning. I want a phone that looks like this: http//tse1.mm.bing.net/th?id=OIP.0VqXulY5zGDnRY0yzpA2VQHaFZ&pid=Api&P=0&w=218&h=160,0
Can you tell me about its features?,0
What about its SIM?,0
Does it have a radio and GPS,0
Don't you have any blue colour?,-1
I want 32 GB of Storage.,0
Is it comfortable to handle? I am in doubt.,-1
Tell me the cost.,0
What about its camera?,0
Is it able to captire good picture. I don't think so.,-1
"Okay, now I am statisfied with this.",0
"No, I want to proceed with billing.",0
Thank you so much,1
679,
I want to buy a laptop. please show me some.,0
I only want a laptop with a 4-star rating.,0
It should have 1TB HDD disk space.,0
Is Acer is a good brand or not.,0
Can you tell me about its features.,0
Is i3 work fine for office use.,-1
Still in doubt. It would work or not.,-1
What is the price and is there any discount?,0
That is great. please book this for me.,0
"Yes, I want to buy a smartphone of 32 GB black in colour.",0
What are the features?,0
What is its price?,0
That is great. please book this for me.,0
"Yes, Proceed with both phone and labtop.",1
Thank you so much.,1
680,
"Good morning, please show me a laptop.",0
I want a 15- inch display size.,0
It should have Intel graphics and an i3 processor.,0
Is it trustworthy labtop? I have doubt.,-1
What is its specification?,0
What is the price and is there any discount.,0
Still it is expensive.,-1
That is great. please book this for me.,0
"Yes, I want to buy an LG V20 smartphone.",0
"Yes, tell me about it.",0
What about its camera?,0
How much will it going to cost me?,0
It's too expensive.,-1
"No, I want to proceed with booking of labtop only.",0
Thank you so much.,1
681,
"Hello, I want to buy a camera for my friend on her birthday. She wants to become a photographer.",0
I want above 1000 max resolution.,0
It should have zoom wide above 40.,0
Don't you have a familiar brand on this specification?,0
Can you tell me about its features?,0
What is its focus range?,0
It has a shallow focus range. I want more.,-1
"Okay, show me some from this brand.",0
I want to know more features about this camera.,0
What about its max resolution?,0
What is its weigh?,0
It seems heavy for her. she need it to carry anywhere.,-1
How much will it cost me?,0
"Okay, I want to proceed with billing.",1
Thankyou so much.,1
682,
"I want to buy a smartphone, but I am not sure which phone will be best, please assist me.",0
"I don't know the brand, but I want an above 4000mAh battery between 500 EUR.",0
Asus is a good brand.,0
What are its features?,0
"Ohh, great, then what is its color.",0
I don't like this color show me some different color.,-1
And RAM is too less.,-1
"No, I want some extra space, please show me another.",0
What about its features and price.,0
It is a bit expensive,-1
"Okay, can you please book this for me?",0
Thankyou so much.,1
683,
"Hey, I want to purchase a smartphone.",0
https://www.gizmochina.com/wp-content/uploads/2017/05/Asus-Zenfone-3-Deluxe-5.5-ZS550KL-120x120.jpg,0
Acer is a good brand or not?,0
Can you elobrate its features?,0
Battery is little less.,-1
How can you assure me for this?,-1
Does it have a dual SIM?,0
What about its colour?,0
Don't you have any other colour?,-1
What about its internal Storage and display size.,0
What is its price?,0
"Okay then, book it for me.",1
Thank you so much.,1
684,
"Hello, do you sell laptops?",0
I need a laptop with having ample disc space.,0
I am looking for 256 GB. Kindly let me know if it is available.,0
I want an i7 processor laptop.,0
"I would give more preference to the features rather than brand. However, the display size must be 15.4 inches.",0
"Okay, How much it will cost?",0
It is a bit over-price out of my range. Could you please assist me with the one which is under 5000 EUR?,-1
What its its color?,0
I don't like silver. I like navy blue color.,-1
"I don't think, I feel comfortable with this color.",-1
"Okay, it will do the job. Can you please do the billing? And please give some discount.",0
Please proceed with billing.,1
Thank you.,1
685,
"Hey there, I want to buy a smartphone",0
"Can you assist me with its details?  https://rukminim1.flixcart.com/image/200/200/jjolt3k0/mobile-refurbished/d/g/6/vibe-p1m-16-u-p1ma40-lenovo-2-original-imaf6mhf6jdyg9uh.jpeg?q=90
Size of internal RAM for this product?",0
How much internal RAM It has?,0
Perfect. Can you let me know the available colours?,0
"Okay, What about the camera?",0
5 Megapixel I don't think it is able to capture good picture.,-1
"I want to do photography, Is it good one?",-1
"Okay, now I am statisfied with its features.",0
"No, I want to proceed with billing.",1
Thankyou so much.,1
686,
"I want to buy a smartphone, but I am not sure which phone will be best, please assist me.",0
"I don't know the brand, but I want above 3 GB RAM and a price range of 200 EUR.",0
Acer is a good brand. I have a doubt.,-1
What are the features it has?,0
What about its camera?,0
"Ohh, great, then what is its colour.",0
Don't you have any other colour? Black colour is prevalent.,-1
"No, I want some other colour.",0
What about its features and price.,0
It is a bit expensive,-1
"Okay, can you please book this for me?",0
Thank you,0
687,
"Hello, good morning. I want to buy a smartphone which releases between 2015 to 2017.",0
I want 64 GB Black colour in between 300 EUR.,0
What is its specification?,0
What is its color?,0
"All quality is good, but it has low battery capacity. Don't you have any other option?",0
"Great, what is its price?",0
It is too expensive.,-1
"Wow, the camera quality is quite good.",0
"Yeah, I want one laptop also.",0
"Yes, I want an Intel Core i3-7020U processor with 1TB HDD Disk space.",0
What is its price?,0
"Okay, please book it also.",0
"Yes, book both of it  for me.",1
Thankyou so much.,1
688,
"Hello, I want to buy a laptop for my brother he likes to play the game very much so please show me something like that.",0
It is between 2000 EUR.,0
What is its specification? Does it suitable for gaming.Because I want to gift her a best gaming labtop.,0
Do you have an i5 processor labtop?,0
What is its price?,0
It is out of my budget.,-1
Can't I get discount on it.,0
What about its color?,0
"But he likes only silver color, I don't want to disappoint him.",-1
"But still, I have a doubt do I buy it or not.",-1
Hope he like this labtop.,0
I want to proceed with booking.,1
Thankyou so much.,1
689,
I want to purchase a Smartphone for my wife. I have an image of that Smartphone.,0
I have the picture of it. Here is the picture https://tse4.mm.bing.net/th?id=OIP.piee_apZf4tJx4cPM0qCsQHaHS&pid=Api&P=0&w=166&h=164,0
Tell me about this product in detail.,0
What about its camera? Because she is photoholic women. She loves to take selfie everytime.,0
I don't think this much pixel help her to take good picture.,-1
What is its price?,0
It is too costly.,-1
Tomorrow is our 10th wedding anniversary.,0
"Thank you so much. Okay, I am going to buy it please tell me about its colour.",0
That is great. please book it for me.,1
Thank you so much.,1
690,
I want a laptop of Dell brand only.,0
"Yes, I want an i5 processor.",0
It is between 2500 EUR.,0
Tell me about its features.,0
What about the ratings.,0
I want at least 3.7 / 5. please check this based on this.,0
What about its price?,0
It is out of my budget,-1
"Okay,Is it a good brand? I am not sure.",-1
How can you assure me for this?,0
Can I get some discount?,0
"Okay, then book it for me.",1
Thankyou so much.,1
691,
"Good morning,I am looking for a phone. will you help me for that.",0
It must be from Acer brand.,0
"Yes, sure.what is its features?",0
Camera quality is good. I want to know about its RAM.,0
"It is less, I don't think it work for me.",-1
"Still, In doubt. may be after some it start creating prroblem.",-1
What is its price?,0
It is out of my budget.,-1
can I get any discount?,0
I want to proceed with booking.,1
Thankyou so much.,1
692,
"Hello, good morning. I want to buy a smartphone which was released between 2015 to 2017",0
"I want 64 GB, and between 300 EUR.",0
What is its specification?,0
All quality is good but don't you have other option which has 4 GB,0
"Great, what is its price?",0
It is too costly.,-1
Also I am not statisfied with its camera quality.,-1
"Okay, I want one laptop also.",0
"Yes, I want an Intel Core i3-7020U processor with 1TB HDD Disk space.",0
What is its price?,0
"Okay, please book it also.",1
Thank you,1
693,
I want to buy a smartphone for my daughter as a gift.,0
"
http://www. techmerry.com/wp-content/uploads/2016/05/Asus-Zenfone-Max.jpg
here is the picture.",0
Do you have a smartphone like this?,0
Tell me about this product in detail.,0
My daughter likes to take selfies a lot. So do it has a good camera quality.,0
What is its price?,0
"All features seems good, but RAM is very low I want at least 3 GB on this brand.",-1
"Actually, she works on so many platform at single time, might be this much RAM slow down the speed of phone.",-1
What about its color? she likes to have it in black color.,0
"Allright, Hope she like this phone.",0
"Okay, then book it for me.",1
Thank you so much.,1
694,
"Hey, I want to gift a phone to my sister.",0
"No, I don't have any idea. But she is a selfie lover. so camera must be good.",0
"Yes, sure. What is its specification?",0
I don't think this much pixel help her to take good picture.,-1
"Okay, What is its color.",0
Wow. this is her favourite color.,1
What is its price?,0
It is too expensive.,-1
Can't you give some discount?,0
"But still, I have a doubt do I buy it or not. If she does'nt like it what will I do then?",-1
"Okay, I want to proceed with booking.",0
Thankyou so much.,1
695,
I want to look for a phone of Lenovo brand. I only have trust in the Lenovo brand.,0
I want at least 3000 mAh battery,0
It should be 32 GB internal RAM,0
Which colour it has.,0
Please tell me about its features.,0
"Are you sure, It will help me in taking good picture. I don't think so.",-1
What about its price,0
Don't you have any low-cost phone?,0
All the features of this phone is as same as previous one or not?,0
Is it a good brand. I don't think so.,-1
"Okay, then it is good for me.",0
I want to proceed with booking.,1
No thank you,1
696,
"Good Evening, please show me some camera also.",0
I want a camera from the Canon brand.,0
I want above 2000 max resolution and it should be released after 2002 year.,0
The resolution of this camera is less.,-1
What is its price?,0
"It is expensive, Can I get some discount?",-1
I also want to buy a tablet.,0
I want at least above 3000mAh battery with 32 GB RAM.,0
What about its color?,0
What is its price?,0
"Yes, Book both camera and tablet for me.",0
Thank you so much.,1
697,
"Hello, I want to buy a phone from the Asus brand only. For my father.",0
I want at least above 3000mAh battery with 3 GB RAM.,0
I want some unique colour.,0
He likes only silver color.,-1
Still I am in doubt he like this color or not?,-1
What is its price?,0
"Okay, book it for me.",0
Yes please show me some camera also.,0
I want a camera from the Canon brand.,0
"I want above 2000 max resolution, and it should be released after 2002 year.",0
What is its price?,0
"Okay, I am statisfied with its all features.",0
Book both camera and phone for me.,0
Thankyou so much.,1
698,
"Good Evening, can you help me in buy a smartphone?",0
It should have 4 GB RAM phone with Dual Sim.,0
I trust only Oppo Brand. Can you show me some from Oppo?,0
What is its colour?,0
I want it in this colour. https://tse1.mm.bing.net/th?id=OIP.Nc_GvvfZ3Km35NNpHqJg8gHaFj&pid=Api&P=0&w=205&h=155,0
What are its other features?,0
When was it released?,0
What is its price?,0
Will it click a good picture? I have doubt.,-1
Can I get Discount?,0
"Okay, then, please proceed with billing.",1
Thank you.,1
699,
"Good Evening, can you help me in buy a smartphone?",0
It should have new generation features and good storage and battery capacity.,0
I trust only Gionee Brand. Can you show me some from Gionee?,0
My previous phone has same battery capacity. it does not work well .,-1
How can you assure me for this?,-1
"Okay, then its is fine for me. What about its color? I want it in pink color.",0
https://tse2.mm.bing.net/th?id=OIP.7zEKMpzMbp1f5NuEwwl20AHaFj&pid=Api&P=0&w=210&h=158I I want it in this color.,0
Tell me more about it.,0
I am not statisfied with its RAM.,-1
What is it cost?,0
What about secondary camera quality.,0
Can I get some discount?,0
"Okay, then, please proceed with billing.",1
Thank you.,1
700,
"Hello, do you sell laptops?",0
"I am a software engineer, and I am looking for one to do office work",0
"Aah, it must have an I5 processor",0
"Yes, it should be a 15.6- inch Display size.",0
What will it cost me?,0
Is it a good laptop? I am not sure about this brand.,-1
What rating it got in market?,0
"Okay, do you also sell camera?",0
I require a Compact format camera for under 600 EUR.,0
"No, but it should have an Optical viewfinder.",0
How much does it weigh?,0
What about its color?,0
I don't think this color camera look good.,-1
"Alright, I would buy it then. Please proceed with billing.",0
"No, I just want to purchase Camera.",0
Thank you.,1
701,
"Hello, I am looking to buy a laptop for my daily use.",0
It should have NVIDIA Graphics. My friend has this laptop and I really like it. https://tse2. explicit. bing. net/th?id=OIP.UA85sIrAY-z06kUnc8XAdQAAAA&pid=Api&P=0&w=300&h=300,0
"Great, what is its price?",0
"Oh, it is pretty expensive.",-1
Do you have white laptops from different brands in a price range of 2000 EUR?,0
Does it have Nvidia graphics?,0
Do you have a discount on these laptops? Because it is too expensive for me.,-1
I will wait till the next price drop.,-1
"No, I prefer to wait.",0
702,
"Hello, Good Evening. I want to buy a laptop.",0
I want HP Pavilion 15-cs2012nx.,0
Can you elobrate its features?,0
What is its price?,0
It is very costly,-1
Show me that labtop which have i5 processor.,0
What about its price?,0
What is its rating in market?,0
What is its color?,0
"No, I don't like this color.",-1
How can you assure me for this.,0
Please book this for me.,0
Thank you.,1
703,
"Good Evening, can you help me with buying a tablet?",0
It should have at least a 5000 mAh battery.,0
I trust only Samsung Brand. Can you show me some from Samsung?,0
What is its internal storage?,0
I want white colour.,0
What about the RAM size?,0
Great. What is its price?,0
Will it click a good picture?,0
Is it able to capture good picture? I don't think so.,-1
Can I get discount?,0
"Okay, then, please proceed with billing.",1
Thank you.,1
704,
I want a laptop of HP brand only.,0
"Yes, I want an i5 processor.",0
In between 4000 EUR.,0
Tell me about its features.,0
What about the ratings.,0
I want at least 3.7 / 5. please check this based on this.,0
It is out of my budget,-1
Is it good? I have doubt.,-1
"Okay, but don't you have any discount on this.",0
"Okay, please book this for me.",1
705,
"Hello, I am looking to buy a laptop for my business.",0
"It should have an intel i5 processor. My friend has this laptop, and I like it. https://tse1.mm.bing.net/th?id=OIP.Xjgc608ACk8LU0XHcH0ICwHaHa&pid=Api&P=0&w=300&h=300",0
"Great, what is its price?",0
"Oh, it is pretty expensive.",-1
"But, I don't want to spend this much money. Can you show the same model but low price?",-1
Do you have white laptops from different brands in a price range of 2000 EUR?,0
Does it have intel graphics?,0
Do you have a discount on these laptops?,0
I will wait till the next price drop.,-1
"No, thank you, I can wait.",0
706,
I want a laptop. But it should be of Acer brand only.,0
"Yes, I want an i7 processor.",0
It is in between 4000 EUR.,0
Tell me about its features.,0
What about the ratings.,0
I want at least 3.7 / 5. please check this based on this.,-1
It is expensive for me.,-1
"Okay, but it is out of my budget.",-1
"Okay, but I have a doubt, Is it good brand or not?",-1
"Okay, then book it for me.",0
Thankyou so much.,1
707,
I want a laptop for my daughter. She recently got a job.,0
It should be of Asus brand.,0
"Aah, it must have an I5 processor.",0
"No, not necessary.",0
"Yes, it should be a 15.6- inch Display size.",0
What will it cost me?,0
Is it a good laptop? I am not sure.,-1
Can you show a laptop with a user rating of 4 or more?,0
"Okay, do you also sell camera?",0
I require a Compact format camera for under 200 EUR.,0
"No, but it should have above 2000 max resolution.",0
It is expensive according to its features.,-1
How much does it weigh?,0
Please proceed with billing.,0
"No,I just want to take labtop.",1
Thank you.,1
708,
I want a phone for my girlfriend on her graduation day.,0
I want one from the apple brand only.,0
"Aah, no, show me the best phone of apple brand.",0
It should be in Black.,0
Tell me about its features.,0
Is it good? I have doubt.,-1
"Okay, do you also sell a camera?",0
I require a Compact format camera for under 200 EUR.,0
It should have max resolution of 2000.,0
How much does it weigh?,0
"All right, I would buy it then. Please proceed with billing.",0
"Yes, I want both Phone and camera.",0
Thank you.,1
709,
I want a phone for my nephew.,0
I want only the LeEco brand.,0
"Yeah, in between 400 EUR.",0
It should release in 2016. Well he is a photographer. So I want a good camera quality phone.,0
What  about the battery capacity?,0
Does it have a radio?,0
"What about its color, He loves only silver color phone.",0
I don't think he likes this color.,-1
"Okay, keep it aside and show me a camera.",0
"Yes, I want JVC GC-QX3HD. Do you have this?",0
"Yes, please tell me about its price. Macro focus range and storage.",0
Is it able to capture good picture? I  have a doubt.,-1
"Okay, book both camera and phone for me.",1
Thank you so much.,1
710,
"Hello, I am looking to buy a phone for myself.",0
"I don't know the exact features, but I have seen one phone somewhere, and I like it https://cdn. ndtv.com/tech/images/gionee_marathon_m5_mini.jpg",0
Is it a good brand?,0
Tell me about its features.,0
"Oh, it is pretty expensive.",-1
"But, I don't want to spend this much money. Can you show the same model but at low price?",-1
Do you have white phones from different brands in a price range of 250 EUR?,0
Tell me its features.,0
What about its RAM.,0
"4GB RAM is little bit less for me, I work on different platform at one time.",-1
How can you assure me for this?,-1
"Okay, then book it for me.",0
Thankyou so much.,1
711,
"Hello, I want to buy a phone for my mother on her birthday.",0
"Yes, I want 4 GB RAM and 4000 mAh battery.",0
What are its specifications?,0
Tell me more about its features?,0
"She likes only silver color smartphones, I don't think she likes it.",-1
"I don't think, How can you ensure me for this?",-1
What is its price?,0
Still in doubt whether my mother likes it or not.,-1
"Okay, can I get discount?",0
"Okay, I want to proceed with billing.",1
Thankyou so much.,1
712,
Good Evening. I want to buy a camera.,0
"I want Panasonic Lumix DMC-L1, which was released in 2006.",0
"No, I want to know about it.",0
What about its cost?,0
It's very costly don't you have any discount.,-1
It is too expensive.,-1
Please show me Casio Exilim EX-Z77,0
"Yes, please tell me about it.",0
I am not sure whether it is able to capture good picture or not?,-1
What about its color?,0
I want it in red color.,-1
How can you assure me black color look much more attractive.,-1
What about its cost?,0
"Okay, then book it for me.",1
Thank you so much.,1
713,
I want a phone for myself.,0
I just want a good quality phone which has maximum battery life and good storage capacity.,0
"Previously I have a phone from parsonic brand, I am very disappoint with that phone.",0
Price doesn't matter. I need good quality.,0
It should be in any unique colour,0
Tell me about its features.,0
"What about its camera qualty, I really need good quality phone.",0
I don't think it work properly.,-1
Still in doubt Whether it is a good brand phone or not? Because I am too much disappoint with my previous phone.,-1
"Okay, do you have Labtop also?",0
I want an i3 processor labtop for my office use.,0
Tell me about its features.,0
"Okay, I am satisfied with its features.",0
"No, Please proceed with billing.",0
"Yes, Proceed with billing.",0
Thank you.,1
714,
I want a phone of Vivo brand,0
Just show me the best quality phone of the Vivo brand.,0
"In between 400 EUR,",0
"My previous phone was in black color, This time I want something diffrent.",0
What is its price?,0
tell me about its features.,0
"My previous phone has same pixel and it was not able to capture good picture.
This time I want more pixel in my phone.",-1
Is it good?,0
"Okay, do you also Have laptop?",0
I want an i5 processor,0
Tell me about its features.,0
What is its price?,0
"It is expensive, I want to proceed with billing of Phone only.",-1
"No, this time I just want to take Phone.",0
Thank you so much.,1
715,
"Hello, I am looking to buy a phone for myself.",0
"I don't know the exact features, but I have seen one phone somewhere, and I like it. https://tse3.mm.bing.net/th?id=OIP.OPzZiQtdFWw7YckTOD-0DgHaGr&pid=Api&P=0&w=172&h=156",0
Is it a good brand?,0
Tell me about its features.,0
"Oh, it is pretty expensive.",-1
"But, I don't want to spend this much money. Can you show the same model but low price?",0
Price range in between 200 EUR?,0
Tell me its features.,0
"RAM is little less, might it create problem.",-1
"Okay, then book this for me.",0
"No, book this one.",1
Thankyou so much.,1
716,
"Do you have a camera? My boyfriend is a photographer, so please show me the best camera.",0
I don't have much knowledge about camera. Please show the best camera for travel and photoshoot.,0
"Not specific, just show me the best irrespective of their price.",0
Is it best for a photoshoot?,0
How much will it cost me.,0
It is expensive?,-1
"Okay, book it for me.",0
"Yes, I want a phone of Vivo brand for my father.",0
I don't have idea show me the best one.,0
"Not specific, just show me the best irrespective of their price.",0
It should be in any unique colour,0
Tell me about its features.,0
Battery capacity is less.,-1
Is it  a trust worthy phone?,0
"Alright, I would buy it then. Please proceed with billing.",0
"yes, book both camera as well as phone.",1
Thank you.,1
717,
"Hello, do you have laptops?",0
"Before that, I just wanted to know if there is a discount on any model?",0
"Well, show me a good model from Lenovo then.",0
"I am a digital artist, so I would prefer good graphics.",0
"No, I am not particular about anything else.",0
"Yes, I have heard about Asus. It is in the list of one of the good Labtop.",0
Is there something perfect about this model?,0
What rating it got in market?,0
What are its other features?,0
14inch Display is little less for me.,-1
"Okay, how much will it going to cost me?",0
Can I get some discount?,0
"Okay, then book it for me.",1
Thankyou so much.,1
718,
"Hi, Can you assist me in buying a perfect phone?",
"I am a fashion blogger, and my priority is a good camera.",
I want a big display screen. And an excellent Internal storage capacity.,
"No, I am okay with any brand of it has a good camera.",
"Yes, it's a multi-purpose tool.",
"I can click, edit and post a picture in one go.",
"I have it from Samsung, one of the best sellers.",
"That is of Samsung as well. I have been a Samsung lover for quite a long, but now I want to explore other brands.",
You have a point. I think I need to rethink.,
I want to discuss it with my elder Sister. Thank you for the information.,
719,
Good morning. I want to purchase a phone.,0
I want a phone from Acer brand.,0
I don't have any idea show me which has atleast 3 GB RAM.,0
"Okay, will you elobrate its features?",0
"Battery capacity is great, but I am not satisfied with its camera.",-1
"Okay, what about its color?",0
How much will it going to cost me?,0
It is expensive for me.,-1
"Still in doubt, should I take it or nor?",-1
"Okay, Then book it for me.",0
Thankyou so much.,0
720,
"Hi, I am looking for a smartphone.",0
I am here to buy a Samsung smartphone Galaxy S7 active. My classmates keep bragging about it.,0
"Yes, of course. can you elobrate its features?",0
Does it have a good camera?,0
I am not sure it can click good picture. Because my pervious phone has same pixel and that was not able to capture good picture.,-1
How much does it weigh?,0
What is the rating of this phone in market?,0
In what colour do you have it. I would prefer Black.,0
"I don't think it work for me, I really want it in black colour.",-1
"Okay, if you ensure this, I am going take this.",0
"No, I  want to proceed with billing.",0
Thank you for your assistance.,1
721,
"Hello there. I'd like to purchase a mobile. So, will you assist me in purchasing it?",0
I'd cost about 300-700 EUR.,0
It must be an Android device with a battery capacity of at least 5000mAh.,0
"No, but I think it would be fantastic if it had at least 4 GB of RAM and a nice camera.",0
That is fantastic. My daughter adores the colour black.,0
I think you are not listening properly i am asking about the black color.,-1
"Thank you, and how about the RAM?",1
How much does it cost?,0
"Wow, it's right in my price range. Please reserve it for me.",0
Thank you.,1
722,
I'm here for the camera. If you have a camera on you?,0
"Within the price range of 120-150 EUR, I would rather have the Canon name.",0
Could you please show me any templates that I could use for my own purposes?,0
"Since I work as a wedding photographer, the camera's weight is extremely important.",0
What is the weight and size of it?,0
Excellent!! How much available storage does it have?,0
What is the cost?,0
Please show me some more that meet my specifications.,0
Is this a suitable camera for my needs?,0
What is the weight of the object?,0
Is the price within my price range?,0
Is there any discount for this item?,0
"Okay, I'd like to purchase a Powershot A540, but I'm currently unable to do so because i didn't actually liked it. I'll come back when the model is available at a reduced price.",-1
Thank you for your assistance in choosing a suitable product.,1
723,
"Hello, do you sell laptops?",0
I'd like to look at those Apple laptops.,0
What kind of processor does it have?,0
"In my line of work, graphics cards are important. It is preferable if the graphics card is Intel UHD graphics.",0
That sounds amazing. Is it now available?,0
"Sure, but what is the cost?",0
I apologise for forgetting to inquire about storage. Could you please tell me more about the disc storage?,0
Is it available in a different window size?,0
Is there a larger size available in this model?,0
"Okay, I didn't come up with this. I'd like to order this item right now.",0
How much do I pay after the discount?,0
"For me, this seems to be a very lucrative transaction. Make your booking right now.",0
Thank you so much.,1
724,
"Hello, I'd like to purchase a mobile for my girlfriend.",0
"She enjoys taking selfies. As a result, good camera quality is important for her.",0
"Yes, it must not be more than 300 EUR.",0
"She still enjoys travelling, so a strong battery backup is a vital consideration for her.",0
I'm not familiar with this shade. Could you please guide me?,0
It seems to be very healthy. I'm hoping she likes this colour. What is the scale of the display?,0
What is the cost?,0
Fantastic!! Make a reservation at her address.,0
Thank you incredibly much.,1
725,
"Hello, I'd like to learn more about the Sony Xperia Z3v.",0
Is it a viable model?,0
Is the camera suitable for personal use?,0
How does it appear?,0
What is the model's weight?,0
What exactly is RAM?,0
What is the cost?,0
It is prohibitively costly. Do you have another variant with these features but at a lower price?,0
"I'm not available right now, so I'll get back to you soon.",0
Thank you so much.,1
726,
"Hello, can you help me choose an Android phone?",0
"In reality, I want it for my brother. He is a gamer, so please recommend a good gaming phone to me.",0
"No, please recommend a mobile to me.",0
Is this a reputable brand?,0
Could you please show me any pictures?,0
What colours are available?,0
Fantastic!! What is the cost?,0
Is there a coupon on this?,0
Not a challenge. That is a nice one. I hope my brother enjoys it.,0
Thank you. Please book this one.,1
727,
"Hello, could you recommend any good laptop for a friend?",0
I'll go with Dell.,0
"No, but shouldn't the display size be 16?",0
Is there a larger display?,0
"Okay, so what kind of processor does it have?",0
"So, what about the graphics? Is it satisfactory?",0
What about storage capacity that it poses?,0
Is it well-received?,0
I'm going to buy it because the features are decent and you suggested it.,0
How much will I be required to pay?,0
Thank you so much.,1
728,
"Hello, I'm here to purchase a laptop.",0
"In reality, I'm looking for a Lenovo laptop.",0
Can you recommend items that would be worthwhile to purchase?,0
