USER,Persuasion Strategy
How is the camera quality?,2
That's very good. What is its display screen size?,2
what is the color?,2
I would prefer blue colour.,2
"Perfect, I will take it.",2
Thanks a ton.,2
803,
"Hi, I am looking for a good tablet for my grandfather.",2
I want to buy Yoga Tab 3 Plus by Lenovo.,2
My grandfather often listens to Radio. Radio also works on it right?,2
How is the battery life?,2
What is its color?,2
What is its cost?,2
Sorry I can't take this phone that's too costly for me. My budget is 400.,2
Can you book it for me?,2
Thanks for help.,2
804,
I am in urgent need of a phone cause I lost my old phone recently.,0
I want a light weight phone with the storage of 64 GB.,3
Sounds good. Does it have Radio jack? I want one with Radio jack.,3
"My bad luck, do you have some other brand phone with same feature?",3
Is it DualSim?,3
"Okay, can you pack this phone?",3
Thanks for help.,3
805,
I wanna buy a phone for my sister which fulfills all her requirements.,2
Camera quality should be excellent because she is crazy about taking pictures.,2
How much storage does it offer?,2
And how about the Primary Camera?,2
"Oh, that’s great. How much is the price?",2
"It's not that good, What other phones do you have if I want more storage?",2
How much storage does it offer?,2
How much is it for?,2
"Oh no, that’s very expensive, help me with a cost-effective phone which has got both good camera and good storage.",2
"Okay, can you pack this phone?",2
Thanks for help.,2
806,
"Hey, I want to gift a phone to my brother's wife.",2
"Yes, I want a big display size GPS operated phone.",2
What is its price?,2
Unfortunately that's too costly for me. Do you have something in less?,2
"Yes, but I can't spend that much on a gift.",2
What is its color?,2
What is its weight?,2
It looks good. Please book it for me.,2
Thanks for all your time.,2
807,
"Good Evening, I am looking for a trending phone for my bestfriend.",2
I need to have a phone that has high memory and good battery life since my friend keeps his study materials in his phone and does most of his studying on a phone.,2
What is its color?,2
Whta is its weight?,2
"Oh, that's a bit on heavier side. Do you have something in light weight?",2
Yeah but I don't think he will find comfortable to keep heavy phone in his pocket.,2
What is its price?,2
"Okay, I will take this phone.",2
Thanks a ton.,2
808,
"Hey, I want to buy a phone for my wife.",2
I want a triple sim phone.,2
I am also looking for a phone with good camera quality.,2
What is its weight?,2
My wife doesn't like black color. Do you have in some other color?,2
What is its cost?,2
"Okay, I will take this phone. My wife will love this phone.",2
You are a very good salesman. Thanks a lot.,2
809,
I am looking for a good phone for my husband. It is an anniverssary gift.,2
I want a small display size phone with good memory.,2
I want in black color.,2
What is its OS?,2
My husband already used an Android phone and he wouldn't want another one.,2
His previous was Android. So I think he will want to try other OS this time.,2
What color is it available in your store?,2
"Okay, I will book black phone.",2
Thanks a lot.,2
810,
"Good evening, I am looking for a nice phone for my sister's birthday.",2
I am looking for a black color Samsung phone. Black is my sister's favorite color.,2
What is its storage?,2
I want a Samsung phone with more storage space for her since she is a college student and studies mostly through a phone.,2
But she might not be comfortable with external memory card.,2
"Lovely, how much is it going to cost me?",2
Book it for me. She is absolutely going to it. It has everything she needs.,2
Thanks.,2
811,
"Hi, I am looking for a sturdy phone because my last phone broke down into pieces when fell on the floor.",0
"Hey, I am looking for a Samsung mobile.",3
Yes I am sure. I want samsung phone only because I have witnessed it to be durable.,3
I dont want a black phone.,3
But Black is not favourite.,3
What is its price?,3
What is its battery?,3
"Fine, I will take it.",3
Thanks a ton.,3
812,
"Good Evening, I want to buy a cell Phone fro my girlfriend.",2
I want to buy a HTC phone. It is My girlfriend's fisrt preference.,2
What is its battery?,2
What is its cost?,2
My budget is more. Do you have expensive phone with more benefits?,2
I am not interested in this phone. Higher priced phone will have more additional features with good operating system.,2
What is its color?,2
Perfect. I will take it.,2
I am very happy today. Thanks a lot.,2
813,
"Hi, I want to buy a new phone.",0
I want 128 GB storage phone.,3
What is its color?,3
"oh, I am not fond of silver color. Do you have in some other color.",3
True but somehow I have aversion towards silver color. Do you have anything else?,3
"Lovely, What is its color?",3
Yes. I like black. What is its price?,3
"Cool, I will take it.",3
Thanks a lot.,3
814,
"Hello, I am in urgent need of a good phone for my brother. He lost his phone recently.",2
I don't have a list of requirements but Primary and secondary Camera quality is my prime focus.,2
What is its primary and secondary camera quality?,2
"Oh, I take too many selfie so I want higher quality secondary phone i. e 16 MP+.",2
True but my bestfriend suggested to go for phone with 16 MP+ secondary camera.,2
What is its price?,2
I think I have found my phone. I will buy it.,2
Thank you for your time.,2
815,
"Hi, I want to buy a phone for my personal use.",0
I want 2016 released HTC phone.,3
What is its cost?,3
I am looking for a phone which is less than 500 Euro.,3
Yeah but I have limited money so can't afford it.,3
I have no problem with the storage. I will buy U play.,3
Thanks a lot.,3
816,
"Hello, I am in search of a good phone for my uncle.",2
"No, not much. All I need for him is a phone with DualSim and GPS operated.",2
"Great, What is its ReleasedYear and ReleasedMonth?",2
"oh, that's an old phone. Do you have 2017 released phone?",2
What is its cost?,2
What is its weight?,2
"Okay, I like this phone. Pack it for me.",2
Thanks a lot for your time.,2
817,
"Hi, I want to buy a phone for my father.",2
"Actually, I am not restricted to any particular model but I need to have a phone that has good memory.",2
What is its storage?,2
"Superb, What is its cost?",2
"Unfortunately, that's too costly for me. Do you have 128 GB internal memory phone with lower price?",2
What is its color?,2
I will take it.,2
Thanks a ton.,2
818,
"Hi, I am here to buy a phone for my aunt.",2
"Yes, it should be light weight and should have small screen.",2
Is it a DualSim phone?,2
"Can you recommend DualSim, light weight and small screen phone?",2
I am not interested in single sim phone. My aunt requires a DualSim phone.,2
What is its price?,2
Lovely it is under my budget and my aunt will love it. I will buy it.,2
Thank you so much.,2
819,
"Good Evening, I am in urgent need of a phone.",0
I don't have any specific mobile in my mind. Can you suggest me a latest phone,4
What is its memory?,4
What is its price?,4
But my budget is more around 800 Euro. Can you suggest in higher range?,4
But I want in higher range.,4
What is its color?,4
"Lovely, I will buy it.",4
Thanks a ton.,4
820,
"Hello, I want a good phone.",0
I want an apple phone.,3
What is its price?,3
It is very costly. Do you have phone under 700 Euro?,3
But I can't go beyond 700 Euro.,3
What is its color?,3
What is its storage.,3
I will take it .,3
Thanks a lot.,3
821,
I want buy a phone which fulfills all my sister's requirements.,2
Camera should be excellent and it should be in gold color.,2
How much storage does it offer?,2
And what about the Camera?,2
Can you suggest a phone with 128 GB storage,2
Sorry I can't buy this. She needs more storage.,2
How much storage does it offer?,2
How much is it for?,2
"Okay, can you pack this phone?",2
Thanks for help.,2
822,
"Hi, I am in need of a new phone.",0
I want gps operated phone with more storage space.,3
What is its Display_Size?,3
"Oh, it is small. Do you have big display size phone?",3
What is its battery?,3
What is its color?,3
"Okay, can you pack this phone?",3
Thanks for help.,3
823,
"Hi, I want a phone.",0
I want to buy a Samsung phone,3
What is its camera quality?,3
"Oh it is too less, I want at least 20 MP Primary Camera.",3
Still I would go for higher MP phone. Show me a phone in other brand.,3
"Cool, what is its memory?",3
What is its cost?,3
"Cool, I will purchase it.",3
Thanks a lot.,3
824,
"Good Evening, I am looking for best smartphone fro my husband.",2
"Nothing in Particular, I want a 2017 released android phone which is heavily in demand.",2
What is its color?,2
"oh, He can't maintain white color. Do you have in blue or black color?",2
I take your point but still I would go for Black or Blue.,2
What is its price?,2
What is its battery capacity?,2
Is it DualSim phone?,2
"Okay , I think I will buy it.",2
Thanks a lot for helping me in choosing a good phone.,2
825,
I want a technologically advanced mobile phone for my son.,2
I want an apple phone that fits my budget.,2
It should be under 650 Euro.,2
What is its storage?,2
That will not fulfill his need. My son need a phone with more space at least 64 GB storage.,2
But He might not want to use memory slot. I am okay with other brands.,2
What is its price?,2
I will take it.,2
Thanks a lot for your help.,
826,
"Hello, I want to buy a phone for my friend.",2
"Yes, He specifically said that he needs a GPS operated phone with less weight.",2
How much for this phone?,2
What is its battery?,2
"Oh, but this is less.",2
"Ok, can you please book it for me?",2
Thank you.,2
827,
"Hey, I need phone info.",0
It should be HTC company with light weight.,3
"Yes, it should be may 2017 released phone.",3
What is its battery capacity?,3
Only 3000? Quite less Capacity.,3
"Ok, Book it for me.",3
"OK, Thanks for information.",3
828,
I need to buy a phone for my husband.,2
Phone with good primary camera and high battery capacity,2
No thats all he needs.,2
what about secondary camera?,2
What is its Released Year?,2
"Oh, but I want a 2017 released phone.",2
But I want a new released phone with good camera and battery.,2
What is it's both camera?,2
It sounds great.,2
Ok can you book it for me?,2
Thanks for assistance.,2
829,
"Good Evening, I am looking for a trending phone fro my neice fro her birthday.",2
I need to have a phone that has less weight and good battery life.,2
What is its color?,2
Whta is its storage?,2
Oh that's too less. I want at least 64 GB storage.,2
Yeah but I am not comfortable with memory card.,2
What is its price?,2
"Okay, I will take this phone.",2
Thanks a ton.,2
830,
"Good Evening, I am looking for a trending phone for my sister.",2
She needs to have a phone that has high memory and good battery life.,2
What is its color?,2
Whta is its weight?,2
That's a bit on heavier side. Do you have something in light weight?,2
Yeah but I don't find comfortable to keep heavy phone in my pocket.,2
What is its price?,2
"Okay, I will take this phone.",2
Thanks a ton.,2
831,
"Hello, can you help me in selecting a phone?",0
I want a pink colored dualsim phone.,1
What is its camera quality?,1
What is its weight?,1
It's a bit heavy. I want lighter phone.,1
But I don't feel comfortable carrying heavy phone.,1
What is its cost?,1
"Okay, I will take this phone.",1
Thanks a lot.,1
832,
"Hello, I am in search of a good phone for my daughter.",2
It should have big display and high memory.,2
I want high memory phone.,2
What is its Primary Camera?,2
Oh I need 16 MP or more camera phone.,2
But still I would go for 16 MP+ camera phone.,2
What is its cost?,2
What is its weight?,2
"Okay, I like this phone. Please book it for me.",2
Thanks a lot for your time.,2
833,
"Hi, I want to buy a phone for my teacher.",2
It should be Samsung company and good memory.,2
What is its memory?,2
"Superb, What is its cost?",2
"Unfortunately, that's too costly for me. Do you phone with same specification at lower price?",2
That is good to know but can't afford it.,2
What is its color?,2
I will take it. Please book it for me.,2
Thanks a ton.,2
834,
"Hi, can you help me in buying a phone?",0
It should have good camera and battery capacity.,1
How much does it cost?,1
What is it's color?,1
"Oh, is it possible in Gold?",1
But I like Gold.,1
What is it's cost?,1
"Ok, can you book it for me?",1
Thanks for help.,1
835,
"Hi, I want to buy a new phone.",0
It should have OS android and dual sim features.,1
"No, that's it.",1
What is its cost?,1
What color is it?,1
"Oh, is it possible to get in white color?",1
But I would prefer in white.,1
What's the price?,1
"Okay, Can you book it for me?",1
Thanks a lot.,1
836,
"Hey, I am looking for a good phone for my wife.",2
It should be 2017 released phone with good storage memory and high primary camera quality.,2
What is the price?,2
Does it has DualSim?,2
What is its released year?,2
What about the radio?,2
Oh but I often listen to Radio,2
But I would prefer radio feature in my new phone.,2
What is the cost?,2
Ok can you book it for me?,2
Thanks for help.,2
837,
"Hey, can you help me in buying a new phone for my nephew?",2
I want to buy a grey color phone with good camera for him.,2
What is it's primary camera quality?,2
Does it contain dual sim?,2
What is it's cost?,2
Oh 300 is too costly for me. Can you suggest some other phone in cheaper price?,2
My budget restricts me to buy this phone.,2
Ok can you book it for me.,2
Thanks a lot for your time.,2
838,
"Hello, I want to buy a new phone for my mother.",2
I want to buy a light weight phone with good camera quality.,2
What is its battery?,2
What color is it?,2
What is its released year?,2
What is its price?,2
I want in higher range. My budget is 400 plus.,2
But I don't want to buy this phone I want in higher range.,2
What is its price?,2
Ok I will take this phone.,2
Thanks a lot for your time.,2
839,
"Hi, I want to buy a new phone for my son.",2
I want 64 GB storage phone.,2
What is its color?,2
"Oh, my son is not fond of Gunmetal color. Do you have in some other color?",2
True but somehow he has aversion towards Gunmetal color.,2
"Lovely, What is its color?",2
What is its price?,2
"Cool, I will take it.",2
Thanks a lot.,2
840,
"Hi, can you please help me in selecting a phone that I would like to gift a friend?",2
I want to buy a GPS operated phone with 15MP primary camera,2
How is camera quality?,2
How much does it cost?,2
What is its memory?,2
"Oh, It will not solve my purpose. I want a GPS operated phone with higher internal memory.",2
May be but I have faced problem in the past with less storage.,2
Okay book this model for me.,2
Thanks for helping me.,2
841,
"Hello, I want to buy a new phone for my brother.",2
"Yes, He needs a phone with double sim in less cost.",2
What is its battery?,2
What color is it?,2
What is its released year?,2
"Oh, I don't want old phone for him. I want latest model.",2
Yeah but still I would go for latest phone.,2
What is its price?,2
Ok can you book it for me?,2
Thanks a lot for your time.,2
842,
"Hi, I want to buy a phone for my uncle.",2
I want a DualSim phone in which radio works.,2
Is it so?,2
But I don't want Sharp phone I want Samsung company phone.,2
It looks good enough.,2
Ok please complete the booking process.,2
Thanks a lot for your time.,2
843,
"I need to buy a phone, am I at right place?",0
I want to buy Sony Xperia XA Ultra phone.,3
What is its battery?,3
Oh I thought it must be around 4000 mAH. Can you suggest me a phone with 4000 mAH battery?,3
But I travel a lot so need high power battery phone.,3
What color is it available?,3
What is its price?,3
"Okay, I will buy it then.",3
Thanks a lot.,3
844,
I wanna buy a phone which fulfills all my brother's requirements.,2
I want to buy a light weight phone with good performance,2
What are its features?,2
Do you have some other brand phone?,2
It looks good.,2
"Ok, book this one for me.",2
Thanks for helping me.,2
845,
"Hello, can you help me in selecting a phone?",0
I want to buy a gold color phone with good primary camera for my son.,2
"I have budget constraints, it should be under 400 Euro.",2
What is its Display Size?,2
"Oh, but I want a phone which has small Display Size.",2
But still I am not comfortable with big Display Size phone.,2
What is its price?,2
"Perfect, I will take it.",2
Thanks a ton.,2
846,
I am looking for a good phone,0
I want a small display size phone with good memory.,3
I want in black color.,3
What is its OS,3
"Oh, I am not comfortable with Symphony but I want android phone.",3
My previous phone was Android so I feel comfortable with And phone.,3
What color is it available in your store?,3
"Okay, I will book this phone.",3
Thanks a lot.,3
847,
"Good evening, I am looking for a good phone.",0
I am looking for a silver color LG phone.,3
What is its storage?,3
I want a LG phone with more storage space.,3
But I have faced storage problem in 16 GB phone.,3
"Lovely, what is its cost?",3
Book it for me.,3
Thanks.,3
848,
"Hi, I am looking for a good tablet.",1
"Hey, I am looking for a Acer tablet.",1
Iconia Tab A700 by Acer is in demand these days.,1
"Oh, Grey is not my color so I want in some other color.",1
But Titanium Gray color is not my favourite.,1
What is its price?,1
What is its battery?,1
"Fine, I will take it.",1
Thanks a ton.,1
849,
"Good Evening, I want to buy a cell Phone.",0
I want to buy a oppo phone .,1
What is its battery?,1
What is its cost?,1
Sorry that's too expensive for me. My budget is lttle less somewhere around 400 Euro.,1
I take your point but I don't have that much budget.,1
What is its color?,1
I will take it.,1
I am very happy today. Thanks a lot.,1
850,
"Good Evening, I am looking for a trending phone.",1
I need to have a phone that has high memory and good battery life.,1
What is its color?,1
Whta is its weight?,1
That's a bit on heavier side. Do you have something in light weight?,1
Yeah but I don't find comfortable to keep heavy phone in my pocket .,1
What is its price?,1
"Okay, I will take this phone.",1
Thanks a ton.,1
851,
"Hey, I want to buy a phone.",0
I want a latest phone under 350 Euro.,1
What is its camera quality?,1
What is its color?,1
I don't like this color. Do you have in some other color?,1
But Crown Gold is not my choice. Show me some other phone.,1
What is its cost?,1
"Okay, I will take this phone.",1
You are a very good salesman. Thanks a lot.,1
852,
I am looking for a good phone.,1
I want a grey color phone with radio facility.,1
I want a dualsim phone.,1
What is its OS?,1
Sorry I don't want android phone this time.,1
My previous was Android. This time I want to try other OS.,1
What color is it available in your store/?,1
"Okay, I will book black phone.",1
Thanks a lot.,1
853,
"Good evening, I am looking for a good tablet.",1
I am looking for a Sony tablet.,1
What is its price?,1
I can not buy this Tab that's little expensive for me. Do you have other phone in lower cost around 400?,1
"Yes, but I don't have that much budget. Do you have Sony Tab under 400 Euro",1
"Lovely, what is its cost?",1
Book it for me.,1
Thanks,1
854,
"Hi, can you help me in buying a phone?",3
It should have small display size and high battery capacity.,3
How much does it cost?,3
What is it's color?,3
"Oh, is it possible in Gold?",3
But I like Gold.,3
What is it's cost?,3
Ok can you book it for me.,3
Thanks for help.,3
855,
"Hi, I want to buy a new phone.",3
It should have OS android and dual sim features.,3
What is its cost?,3
What color is it?,3
"Oh, is it possible to get in Pearl White color?",3
But I would prefer in Pearl White.,3
What's the price?,3
"Okay, I will book this model.",3
Thanks a lot.,3
856,
"Hey, I am looking for a good phone.",1
It should be gps phone with good memory and secondary high camera quality.,1
What is the price?,1
Does it has DualSim?,1
Is it new released phone?,1
Oh I don't want old phone. I want recent released phone.,1
I understand but I want a recent released phone.,1
What is the cost?,1
Ok can you book it for me.,1
Thanks for help.,1
857,
"Hey, can you help me in buying a good phone?",1
I want to buy a phone under 300 Euro with good memory backup.,1
Does it has good camera?,1
I hope it has DualSim feature in it.,1
What is its Display Size?,1
Oh that's big. I want small display size phone.,1
Ok can you book it for me.,1
Thanks a lot for your time.,1
858,
"Hello, I want to buy a good phone.",1
I want to buy a phone with good camera quality and less weight.,1
What is its battery?,1
What color is it?,1
What is its released year?,1
What is its price?,1
It is too costly for me. Do you have something in less?,1
I have budget constraints.,1
What is its price?,1
Ok can you book it for me?,1
Thanks a lot for your time.,1
859,
"I need to buy a phone, am I at right place?",1
A Phone which is good for selfie and high battery capacity.,1
No thats all.,1
What about primary camera?,1
Oh much lesssss! I want atleast 20 MP.,1
Still I need high camera phone,1
What is its both camera?,1
It sounds great.,1
Ok can you book it for me?,1
Thanks for assistance.,1
860,
I want a technologically advanced mobile phone.,3
I want Oppo phone.,3
It should be under 350 Euro.,3
What is its storage?,3
Oh that is less and it will not fulfill my need. I need a phone with more space at least 32 GB.,3
Not good for me.,3
What is its price?,3
I will take it.,3
Thanks a lot for your help.,3
861,
"Hey, I need to buy phone which has best GPU.",3
Phone should have more memory and less weight.,3
"Yes, Color should be Blue or Gold.",3
What is its battery capacity?,3
But I need 8000mAH minimum.,3
Okay then I will buy X9 Plus by Vivo.,3
"OK, Thanks for information.",3
862,
"Good Evening, I am in urgent need of a phone.",4
I don't have any specific mobile in my mind. You suggest me a good phone with storage of at least 32 GB.,4
What is its memory?,4
What is its price?,4
Oh that's a bit on expensive side. My budget is less around 300 Euro. Can you suggest in less price?,4
But my budget is limited.,4
What is its color?,4
"Lovely, I will buy it.",4
Thanks a ton.,4
863,
"Hello, I want a good phone.",1
I want to buy a Motorola phone.,1
What is its price?,1
"Sorry I can't buy this, It is very costly. Do you have phone under 150 Euro?",1
But I can't go beyond 150 Euro.,1
What is its color?,1
What is its storage.,1
I will take it .,1
Thanks a lot.,1
864,
I wanna buy a phone which fulfills all my requirements.,1
Camera should be excellent and it should be in gold color.,1
How much storage does it offer?,1
"Oh, it seems less to me. Can you suggest a phone with 64GB storage.",1
How much is it for?,1
"Okay, can you pack this phone?",1
Thanks for help.,1
865,
"Hi, I am in need of a good phone.",1
I want gps operated phone with more space.,1
What is its Display Size?,1
oh that seems less. Do you have higher display size?,1
What is its battery?,1
What is its color?,1
"Okay, can you pack this phone?",1
Thanks for help.,1
866,
"Hi, I want a good phone.",1
I want to buy a Vivo phone.,1
What is its camera quality?,1
"But, I want 12 megapixel for Secondary Camera as well 5 MP seems very less.",1
Still I would go for higher MP phone.,1
"Cool, what is its memory?",1
What is its cost?,1
"Cool, I will purchase it.",1
Thanks a lot.,1
867,
I wanna buy a phone which fulfills all my requirements.,3
Camera should be excellent.,3
How much storage does it offer?,3
And how about the Camera?,3
"Oh, that’s great. How much is the price?",3
What other phones do you have if I want more storage?,3
Still 32 GB seems too less as I watch lot of movies after downloading them in my phone so need more space.,3
How much storage does it offer?,3
How much is it for?,3
"Okay, can you pack this phone?",3
Thanks for help.,3
868,
"Hi, can you help me in buying a good phone?",1
It should have good primary camera and battery capacity.,1
How much does it cost?,1
What is it's color?,1
"Oh, is it possible in black?",1
Ok can you book it for me.,1
Thanks for help.,1
869,
"Hi, can you please help me in selecting a phone?",3
It should have big display and high memory.,3
"No, That's all.",3
What about it's RAM?,3
Only 4 GB RAM?,3
It is very low.,3
I need phone with 6GB RAM.,3
How much it cost?,3
Ok book it for me.,3
Thank you.,3
870,
"Hello, can you help me in selecting a phone?",2
I want to buy a Gold color dualsim phone for my son.,2
"I have budget constraints, it should be under 500 Euro",2
What is its storage?,2
"Oh, that is too less, I want a phone of 3 GB RAM and 32 GB storage.",2
But still I would opt for higher ram.,2
What is its price?,2
"Perfect, I will take it. Kindly gift wrap it.",2
Thanks a ton.,2
871,
"Hi, I want to buy a phone for my daughter.",2
"Yes, mobile should have good battery and internal storage.",2
What is its color?,2
Oh but I am looking for white color. Her favourite colour is white.,2
But White is her favourite color.,2
What is its cost?,2
Ok book this one for me.,2
Thanks for helping me.,2
872,
"Hello, I am looking for a good phone.",1
"Yes, battery should lasts long as I have a field job.",1
What is its cost?,1
Oh that's out of my budget.,1
Yes I understand your point but still I don't have that much money to spend on,1
What is its color?,1
I will take it then.,1
Thannks a ton. You have been very helpful.,1
873,
"Hey, I want to buy a phone for gaming purpose.",3
I want to buy Galaxy Note7 by Samsung.,3
How is the camera quality?,3
That's very good. What is its display screen size?,3
What is its storage?,3
"Oh, I want high storage phone at lease 128 GB.",3
What is its price?,3
"Perfect, I will take it. Kindly gift wrap it.",3
Thanks a ton.,3
874,
"Hello, I am in urgent need of a good phone.",1
I don't have much requirement. Camera quality is my primary focus.,1
What is its primary and secondary camera quality?,1
What is its ReleasedYear?,1
"Oh, I want 2016 Released Year phone.",1
But I am interested in buying old phone as I will get it at less cost.,1
What is its price?,1
I will buy it.,1
Thank you for your time.,1
875,
Hello. I want a good phone.,1
I want to buy phone with at least 15MP primary camera.,1
How much does it cost?,1
Does it uses Android OS?,1
I want in Android OS only.,1
I am sorry I am not comfortable in MacOS phone,1
Okay book this model for me.,1
Thanks for helping me.,1
876,
"Hello, I want to buy a new phone for gaming purpose.",3
I want to buy a 2017 released phone with radio facility.,3
What is its battery?,3
What color is it?,3
What is its price?,3
It is too costly for me. Do you have something in less?,3
ok can you book it for me.,3
Thanks a lot for your time.,3
877,
"Hey, I need phone info.",3
I want a DualSim Android phone.,3
What is its price?,3
But it is out of my budget.,3
It looks good enough.,3
Ok please complete the booking process.,3
Thanks a lot for your time.,3
878,
"I need to buy a phone, am I at right place?",4
Phone which is good for selfie and high battery capacity.,4
No thats all.,4
What about battery?,4
Is it enough for a day use?,4
Could it be 3000mAH or so?,4
What is it's both camera?,4
It sounds great.,4
Ok can you book it for me?,4
Thanks for assistance.,4
879,
I wanna buy a phone which fulfills all my requirements.,3
I want to buy a trending latest phone.,3
What are its specification?,3
Oh but I want 6 GB RAM phone.,3
But I do multitasking in my phone for which I would need 6 GB RAM Phone.,3
It looks good.,3
Ok book this one for me.,3
Thanks for helping me.,3
880,
"Hello, can you help me in selecting a phone?",2
I want to buy a white color dualsim phone for my son.,2
"I have budget constraints, it should be under 400 Euro.",2
What is its display size?,2
"Oh, I want a phone which has less display size.",2
But I am not comfortable carrying big phone.,2
What is its price?,2
"Perfect, I will take it. Kindly gift wrap it.",2
Thanks a ton.,2
881,
I am in urgent need of a phone.,3
I want a small Display Size phone with the storage of 64 GB.,3
Sounds good. Does it has Radio jack?,3
"My bad luck, do you have some other brand phone with same feature?",3
Suggest me some other phone coz often listen to Radio.,3
Does GPS works on it?,3
"Okay, can you pack this phone?",3
Thanks for help.,3
882,
I wanna buy a phone which fulfills all my requirements.,1
Camera should be excellent.,1
How much storage does it offer?,1
And how about the Primary Camera?,1
How much storage does it offer?,1
How much is it for?,1
"Oh no, that’s very expensive, help me with a cost-effective phone which has got both good camera and good storage.",1
Yeah but my budget is less. I can't afford it.,1
"Okay, can you pack this phone?",1
Thanks for help.,1
883,
"Hey, I want to gift a phone to my brother.",2
"Yes, I want a big display size GPS operated phone .",2
What is its price?,2
Unfortunately that's too costly for me. Do you have something in less?,2
"Yes, but I can't spend that much on my phone.",2
What is its color?,2
What is its weight?,2
Sounds good to me. Please book it for me.,2
Thanks for all your time.,2
884,
"Good Evening, I am looking for a phone for my photography needs.",3
I need to have a phone that has high RAM and good battery life.,3
What is its color?,3
What about radio?,3
"Oh, I want radio in my phone.",3
But I often listen to Radio.,3
What is its price?,3
"Okay, I will take this phone.",3
Thanks a ton.,3
885,
"Hi, I want to purchase a phone.",1
I want a light weight phone with dual camera.,1
What is its cost?,1
"Oh no, that’s very costly, show me a cost-effective phone which has got both good camera and good storage.",1
Okay then. Can you please reserve it for me.,1
Thank you so much.,1
886,
"Hi, I am looking for a phone.",3
Brand should be Motorola and yes it should be dual sim phone.,3
What is its storage?,3
"oh it's very less, I want at least 32 GB storage.",3
What is its cost?,3
What is its color?,3
Okay the phone has really great features. Book it for me.,3
Thanks you so much.,3
887,
"Hey, I want to gift a phone to my brother.",2
"yes, I want a big display size GPS operated Gionee phone. That is his favourite brand.",2
What is its price?,2
Oh I don't have budget for this phone. Show me a Gionee phone around 500 Euro.,2
"Okay, show me which phone you have?",2
What is its color?,2
"Yes, He likes that color. what is its weight?",2
Sounds good to me. Please book it for me.,2
Thanks for all your time.,2
888,
"Good Evening, I am looking for a trending phone",1
I need to have a phone in which radio works and has good battery life.,1
What is its color?,1
What is its OS.,1
I want Blu phone.,1
What is its price?,1
Will you reserve it for me?,1
Thank you so much for assisting me.,1
889,
"Hey, I want to buy a phone.",3
I want a multi sim sony phone.,3
what is its camera quality?,3
What is its storage storage? Because I want a phone with more RAM.,3
I want a Samsung phone with more storage space.,3
Then it is good foe me. What is its cost?,3
"Okay, I will take this phone.",3
You are a very good salesman. Thanks a lot,3
890,
I am looking for a good phone.,1
I want a 2017 released samsung phone.,1
I want Android OS.,1
What is its color?,1
I want black phone. Black is one of the decent.,1
"Okay if you ensure me, then it is good for me. I want to proceed with booking.",1
Thanks a lot.,1
891,
"Good evening, I am looking for a good phone.",3
I am looking for a Asus phone in which Radio works.,3
What is its secondar camera?,3
Oh I want 5 MP secondary camera in Asus phone. This is really disappoint me.,3
"But, still 2 MP is very less.",3
"Lovely, what is its cost?",3
Book it for me.,3
Thank you so much.,3
892,
"Hey, I need to buy a phone.",1
Phone should have dual camera and high battery capacity.,1
"No, thats all.",1
What about secondary camera?,1
Oh it is so low.,1
Could it be 13 MP as I take lot of selfies?,1
What is its secondary camera?,1
It sounds great.,1
"Okay, can you book it for me?",1
Thanks for assistance.,1
893,
"Good Evening, I want to buy a cell Phone.",3
I want to buy a blackberry phone in black color.,3
What is its battery?,3
What is its cost?,3
I can afford more. Do you have expensive phone with more benefits?,3
"I will not go for lower cost phone as there are trade-offs with lower cost phone , like lower-quality screens and less impressive cameras.",3
What is its color?,3
I will take it.,3
I am very happy today. Thanks a lot.,3
894,
"Hi, I want to buy a new phone.",3
I want at least 64 GB storage and it is from apple ipad.,3
What is its weight?,3
Oh that's too heavy. I want light weight ipad.,3
"No, I want something which is more lighter than this.",3
What is its price?,3
"Cool, I will take it.",3
Thank you so much.,3
895,
"Hello, I am in urgent need of a good phone.",1
Camera quality must be good.,1
What is its OS?,1
Oh I don't want iOS. I find it annoying. It is not compatible with other phones.,1
". Okay, I trust you. What is its price?",1
Okay. can you reserve it for me?,1
Thank you for your time,1
896,
"Hi, I want to buy a phone.",3
I want 2017 released Samsung phone with dual camera.,3
What is its cost?,3
What is its weight?,3
I don't want heavy weight phone. I want light weight phone around 140 gms.,3
I don't find comfortable holding heavy weight phone for longer time. I want much lighter than that.,3
"Yes, it is fine for me. I want to proceed with booking.",3
Thanks a lot,3
897,
"Hello, I am looking for a good phone.",1
"It should be DualSim, GPS operated, less weight phone.",1
"Great, what is its Released Year and Released Month?",1
"oh, that's an old phone. Do you have 2017 released phone?",1
"Okay, I trust you. What is its cost?",1
What is its weight,1
"Okay, I like this phone. Pack it for me.",1
Thanks a lot for your time,1
898,
"Hi, I want to buy a phone",3
"Actually, I am not restricted to any particular model but I need to have a phone that has good camera and small display size.",3
What is its memory? I want more RAM in my phone.,3
Oh that's too less. I want higher memory phone.,3
But external storage devices such as memory cards face a chance of data corruption due to physical or liquid damage. So I need high internal storage phone. At least 32GB.,3
What is its color? I want it in black color.,3
"Okay, I want to proceed with billing.",3
Thank you so much.,3
899,
"Hi, I am interested in buying a phone.",1
"Yes, it should be light weight and should have big size screen.",1
Is it a DualSim phone?,1
"Can you recommend DualSim , light weight and big screen phone?",1
But I use two sim so would require DualSim phone.,1
What is its price?,1
Lovely it is under my budget. I will buy it.,1
Thank you so much,1
